ImageNumber,Mean_cell_Location_CenterMassIntensity_X_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Y_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Z_channels_split_Filtered,Mean_cell_Location_Center_X,Mean_cell_Location_Center_Y,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,437.158507796,483.887934374,0.0,438.476010346,485.247780165,3.76212106515e-05,7.03837114953e-06,1.55981697201,0.00859375261793
