ImageNumber,Mean_cell_Location_CenterMassIntensity_X_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Y_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Z_channels_split_Filtered,Mean_cell_Location_Center_X,Mean_cell_Location_Center_Y,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,438.120616005,485.544847104,0.0,438.476010346,485.247780165,6.37043553214e-06,1.68819159097e-06,1.55707213331,0.0277596332483
