ImageNumber,Mean_cell_Location_CenterMassIntensity_X_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Y_channels_split_Filtered,Mean_cell_Location_Center_X,Mean_cell_Location_Center_Y,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,438.59619117,485.32589262,438.476010346,485.247780165,0.000255650137545,4.87635760005e-05,1.57079632679,0.0848122329787
