ImageNumber,ObjectNumber,Location_CenterMassIntensity_X_channels_split_Filtered,Location_CenterMassIntensity_Y_channels_split_Filtered,Location_CenterMassIntensity_Z_channels_split_Filtered,Location_Center_X,Location_Center_Y,Number_Object_Number,RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,1,96.285714285714292,9.0,0.0,100.92885375494072,9.2490118577075098,1,1.6887455059605625e-06,4.1860836223172466e-07,1.5707963267948966,2.5065659181994797
1,2,153.59999999999999,4.4000000000000004,0.0,155.13725490196077,3.0,2,1.4959825385434954e-06,7.5362097138680291e-07,1.5707963267948966,2.5654413470118849
1,3,251.0,2.8571428571428572,0.0,250.11111111111111,2.8148148148148149,3,3.9560427130372433e-06,1.2637114897491387e-06,1.5707963267948966,-0.14189705460416391
1,4,920.0,4.0,0.0,921.0,3.9591836734693877,4,3.1140861006415618e-07,7.3592819955265528e-08,1.5707963267948966,2.9562447035940984
1,5,934.0,8.0,0.0,932.95774647887322,4.253521126760563,5,4.2983160262376488e-07,3.4682658393796864e-07,1.5707963267948966,1.2958864853142187
1,6,322.0,1.0,0.0,320.55102040816325,4.4285714285714288,6,6.2281722012831235e-07,4.1918488621751162e-07,1.5707963267948966,-1.0636978224025595
1,7,21.666666666666668,7.666666666666667,0.0,19.800000000000001,8.1999999999999993,7,9.1554131358861919e-07,2.7963965811179677e-07,1.5707963267948966,-0.42419440790376678
1,8,458.85714285714283,4.7142857142857144,0.0,458.13043478260869,6.6086956521739131,8,1.1610125353478866e-06,4.3110873745061038e-07,1.5707963267948966,-1.034985088834433
1,9,nan,nan,nan,846.61290322580646,4.806451612903226,9,0.0,0.0,0.0,0.0
1,10,898.75,7.0,0.0,899.07070707070704,7.8989898989898988,10,1.2330522741934265e-06,1.984970375354553e-07,1.5707963267948966,-1.8157749899217608
1,11,nan,nan,nan,983.5,7.609375,11,0.0,0.0,0.0,0.0
1,12,110.0,11.0,0.0,110.97297297297297,7.9729729729729728,12,1.2372179913359719e-06,7.9667054254094892e-07,1.5707963267948966,2.1112158270654806
1,13,136.71428571428572,9.4285714285714288,0.0,138.32173913043479,10.678260869565218,13,1.7249329096597174e-06,5.6569893955358612e-07,1.5707963267948966,-2.7992688705901236
1,14,247.0,6.5,0.0,246.84615384615384,7.3076923076923075,14,7.8251394323813611e-07,2.3460759901523673e-07,1.5707963267948966,-0.78539816339744828
1,15,nan,nan,nan,628.79999999999995,5.5,15,0.0,0.0,0.0,0.0
1,16,149.14285714285714,11.5,0.0,148.61052631578949,11.873684210526315,16,2.2486979632001176e-06,1.5576851337558286e-07,1.5707963267948966,0.84860499529490907
1,17,342.33333333333331,9.0,0.0,338.5,8.2972972972972965,17,6.1860899566798597e-07,3.539218401602609e-07,1.5707963267948966,0.29145679447786704
1,18,450.75,13.125,0.0,451.26612903225805,12.637096774193548,18,9.8445302536410666e-07,1.1565393183143393e-07,1.5707963267948966,1.5851838231838518
1,19,152.0,10.0,0.0,152.71428571428572,8.6666666666666661,19,7.2662009014969781e-07,3.9033061662696896e-07,1.5707963267948966,1.9549656911875002
1,20,320.66666666666669,10.166666666666666,0.0,318.13194444444446,11.229166666666666,20,1.2715851577619712e-06,3.1461717192632312e-07,1.5707963267948966,-0.15264932839526524
1,21,5.0,8.0,0.0,4.7454545454545451,10.727272727272727,21,2.7743676169352096e-07,1.974130044238599e-07,1.5707963267948966,-1.5532542667374942
1,22,238.625,13.625,0.0,239.90909090909091,14.056818181818182,22,1.3871838084676049e-06,4.0672906084069679e-07,1.5707963267948966,2.9690146923575877
1,23,nan,nan,nan,76.1875,9.6875,23,0.0,0.0,0.0,0.0
1,24,190.33333333333334,12.0,0.0,194.04950495049505,11.900990099009901,24,4.5323827405377191e-07,2.2827590473290745e-07,1.5707963267948966,3.1415926535897931
