ImageNumber,Mean_cell_Location_CenterMassIntensity_X_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Y_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Z_channels_split_Filtered,Mean_cell_Location_Center_X,Mean_cell_Location_Center_Y,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,434.207725634,477.707573245,0.0,438.476010346,485.247780165,2.2203614039e-05,5.00201843635e-06,1.51440236812,0.047206863758
