ImageNumber,ObjectNumber,Location_CenterMassIntensity_X_channels_split_Filtered,Location_CenterMassIntensity_Y_channels_split_Filtered,Location_CenterMassIntensity_Z_channels_split_Filtered,Location_Center_X,Location_Center_Y,Number_Object_Number,RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,1,102.41176470588235,11.058823529411764,0.0,100.92885375494072,9.2490118577075098,1,1.0253097714760557e-06,3.9969801880190491e-07,1.5707963267948966,0.87179671275589543
1,2,154.80000000000001,4.0,0.0,155.13725490196077,3.0,2,1.4959825385434954e-06,3.737396731097546e-07,1.5707963267948966,2.2875999867380701
1,3,249.66666666666666,2.6666666666666665,0.0,250.11111111111111,2.8148148148148149,3,1.6954468770159615e-06,2.5274229794982769e-07,1.5707963267948966,-2.3561944901923448
1,4,921.42857142857144,1.5714285714285714,0.0,921.0,3.9591836734693877,4,2.1798602704490932e-06,1.1552759290486006e-06,1.5707963267948966,-1.3818426231951999
1,5,930.25,1.75,0.0,932.95774647887322,4.253521126760563,5,8.5966320524752975e-07,6.0630497307587039e-07,1.5707963267948966,-2.4161226453135485
1,6,321.34666666666669,3.0933333333333333,0.0,320.55102040816325,4.4285714285714288,6,2.3355645754811714e-05,9.263184299438157e-06,1.5707963267948966,-0.91630664931887862
1,7,16.25,9.75,0.0,19.800000000000001,8.1999999999999993,7,6.1036087572574616e-07,2.9118393844084781e-07,1.5707963267948966,2.8109137650133142
1,8,460.77777777777777,7.333333333333333,0.0,458.13043478260869,6.6086956521739131,8,1.49273040259014e-06,6.8698637284185425e-07,1.5707963267948966,0.10134650326566776
1,9,nan,nan,nan,846.61290322580646,4.806451612903226,9,0.0,0.0,0.0,0.0
1,10,894.0,5.333333333333333,0.0,899.07070707070704,7.8989898989898988,10,4.6239460282253497e-07,4.0921212606543788e-07,1.5707963267948966,-2.6516353273360651
1,11,986.85227272727275,8.8522727272727266,0.0,983.5,7.609375,11,2.0981155103072524e-05,9.8878233879774682e-06,1.5707963267948966,0.35841571071142914
1,12,109.90909090909091,6.5454545454545459,0.0,110.97297297297297,7.9729729729729728,12,4.5364659682318972e-06,2.5250499720710601e-06,1.5707963267948966,-2.2539877720850914
1,13,142.05882352941177,7.4117647058823533,0.0,138.32173913043479,10.678260869565218,13,2.2556814972473226e-06,1.1168336833720077e-06,1.5707963267948966,-0.67988704747529038
1,14,247.33333333333334,6.833333333333333,0.0,246.84615384615384,7.3076923076923075,14,2.3475418297144083e-06,7.4189436927162404e-07,1.5707963267948966,-0.46364760900080604
1,15,nan,nan,nan,628.79999999999995,5.5,15,0.0,0.0,0.0,0.0
1,16,147.19999999999999,10.6,0.0,148.61052631578949,11.873684210526315,16,3.2124256617144534e-06,7.5508767970726559e-07,1.5707963267948966,-2.8268349921984846
