ImageNumber,Mean_cell_Location_CenterMassIntensity_X_channels_split_Filtered,Mean_cell_Location_CenterMassIntensity_Y_channels_split_Filtered,Mean_cell_Location_Center_X,Mean_cell_Location_Center_Y,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,Mean_cell_RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,439.591056324,478.092241261,438.476010346,485.247780165,1.26526700833e-05,3.66982288065e-06,1.44902530098,0.0535467253459
