ImageNumber,ObjectNumber,Location_CenterMassIntensity_X_channels_split_Filtered,Location_CenterMassIntensity_Y_channels_split_Filtered,Location_Center_X,Location_Center_Y,Number_Object_Number,RadialDistribution_ZernikeMagnitude_channels_split_Filtered_0_0,RadialDistribution_ZernikeMagnitude_channels_split_Filtered_1_1,RadialDistribution_ZernikePhase_channels_split_Filtered_0_0,RadialDistribution_ZernikePhase_channels_split_Filtered_1_1
1,1,100.06156156156156,11.965465465465465,100.92885375494072,9.2490118577075098,1,4.016801810606195e-05,1.4995441086195007e-05,1.5707963267948966,1.3601780136731447
1,2,155.35714285714286,2.5884353741496597,155.13725490196077,3.0,2,8.7963773266357532e-05,1.0878344130319361e-05,1.5707963267948966,-1.9363230657740276
1,3,248.0,3.0,250.11111111111111,2.8148148148148149,3,1.1302979180106409e-06,7.1486317109197608e-07,1.5707963267948966,3.1415926535897931
1,4,919.0,4.0,921.0,3.9591836734693877,4,3.1140861006415618e-07,1.4529901443502279e-07,1.5707963267948966,3.0481158724312039
1,5,933.0,7.0,932.95774647887322,4.253521126760563,5,2.1491580131188244e-07,1.2418005619650474e-07,1.5707963267948966,1.5363272257953808
1,6,319.0,4.0,320.55102040816325,4.4285714285714288,6,6.2281722012831235e-07,1.2875161432700643e-07,1.5707963267948966,-1.8925468811915387
1,7,18.586466165413533,5.0,19.800000000000001,8.1999999999999993,7,2.0294499117881061e-05,1.0223271963838506e-05,1.5707963267948966,-1.8452298833344063
1,8,458.66666666666669,8.8888888888888893,458.13043478260869,6.6086956521739131,8,1.49273040259014e-06,4.629290090521644e-07,1.5707963267948966,1.0175020014726039
1,9,nan,nan,846.61290322580646,4.806451612903226,9,0.0,0.0,0.0,0.0
1,10,894.89999999999998,5.4000000000000004,899.07070707070704,7.8989898989898988,10,1.5413153427417833e-06,1.1686362791902789e-06,1.5707963267948966,-2.5764432135830342
1,11,984.47368421052636,7.6315789473684212,983.5,7.609375,11,4.5300221245270222e-06,2.590966152457721e-07,1.5707963267948966,-1.4093474210824239
1,12,110.76470588235294,8.5588235294117645,110.97297297297297,7.9729729729729728,12,9.8152627312653772e-05,1.5990844654419979e-05,1.5707963267948966,3.0617626678775558
1,13,140.21052631578948,10.684210526315789,138.32173913043479,10.678260869565218,13,2.5210557910411253e-06,4.701591913048713e-07,1.5707963267948966,0.73002246301418205
1,14,249.0,8.6666666666666661,246.84615384615384,7.3076923076923075,14,3.9125697161906805e-07,1.4953359067698043e-07,1.5707963267948966,-0.98279372324732905
1,15,nan,nan,628.79999999999995,5.5,15,0.0,0.0,0.0,0.0
1,16,148.45844504021449,11.225201072386058,148.61052631578949,11.873684210526315,16,5.9751117307888837e-05,3.0650109208733889e-06,1.5707963267948966,2.9181965418243894
1,17,339.90598290598291,8.0897435897435894,338.5,8.2972972972972965,17,4.8251501662102907e-05,7.2218802730631329e-06,1.5707963267948966,0.098734509839012816
1,18,448.71428571428572,12.857142857142858,451.26612903225805,12.637096774193548,18,8.6139639719359338e-07,2.5226879241159484e-07,1.5707963267948966,2.8626134929905112
1,19,151.0,7.5194805194805197,152.71428571428572,8.6666666666666661,19,5.5949746941526733e-05,2.471851978545934e-05,1.5707963267948966,-2.9589809628144366
1,20,316.0,13.461538461538462,318.13194444444446,11.229166666666666,20,1.3775505875754688e-06,6.0258450445308604e-07,1.5707963267948966,2.2718877576661383
1,21,4.8571428571428568,10.571428571428571,4.7454545454545451,10.727272727272727,21,1.9420573318546468e-06,4.2690736543414258e-07,1.5707963267948966,-1.6384436268424707
1,22,237.99595141700405,16.821862348178136,239.90909090909091,14.056818181818182,22,4.28293000864373e-05,2.7804543446311654e-05,1.5707963267948966,2.2002827509339249
1,23,75.0,11.0,76.1875,9.6875,23,9.5368886832147837e-07,6.0316580060885483e-07,1.5707963267948966,2.3561944901923448
1,24,196.0,13.0,194.04950495049505,11.900990099009901,24,6.0431769873836255e-07,1.8561470567565349e-07,1.5707963267948966,0.46364760900080609
1,25,208.89912280701753,11.530701754385966,208.01754385964912,14.508771929824562,25,3.0518043786287308e-05,1.2557666003353763e-05,1.5707963267948966,-1.6736788447147362
1,26,276.19999999999999,12.9,279.22151898734177,16.094936708860761,26,8.6918479138160049e-07,5.4014889348171826e-07,1.5707963267948966,-2.3360359309082166
1,27,347.05500000000001,9.8200000000000003,345.13131313131311,14.242424242424242,27,3.0826306854835662e-05,2.3415003347718087e-05,1.5707963267948966,-1.2499928074326221
1,28,nan,nan,414.19999999999999,9.6666666666666661,28,0.0,0.0,0.0,0.0
1,29,36.373134328358212,9.7611940298507456,36.294117647058826,9.5294117647058822,29,6.0138498049448518e-05,3.8568592134377979e-06,1.5707963267948966,2.0229501890806718
1,30,41.896551724137929,11.189655172413794,43.048780487804876,13.341463414634147,30,1.9725077081380821e-05,1.1944021716624734e-05,1.5707963267948966,-2.3584316229255555
1,31,nan,nan,57.166666666666664,11.527777777777779,31,0.0,0.0,0.0,0.0
1,32,nan,nan,640.60000000000002,10.6,32,0.0,0.0,0.0,0.0
1,33,861.0,11.333333333333334,861.27777777777783,12.592592592592593,33,8.4772343850798075e-07,2.3150988874538585e-07,1.5707963267948966,-1.5707963267948966
1,34,nan,nan,966.82758620689651,11.758620689655173,34,0.0,0.0,0.0,0.0
1,35,24.48,14.92,22.688679245283019,17.462264150943398,35,3.5988259181942581e-06,1.3604043597836596e-06,1.5707963267948966,-1.4161957813636958
1,36,33.846153846153847,14.318910256410257,34.57692307692308,14.596153846153847,36,9.1554131358861923e-05,2.0414727027184486e-05,1.5707963267948966,2.6818285202117726
1,37,181.0,13.0,181.33333333333334,11.75,37,1.2715851577619712e-06,8.8379918309040818e-07,1.5707963267948966,1.856847768512218
1,38,266.64999999999998,15.416666666666666,266.17796610169489,16.627118644067796,38,7.7588246914289765e-06,1.0733508212044587e-06,1.5707963267948966,-1.4332095903245468
1,39,336.53846153846155,19.846153846153847,334.88492063492066,20.829365079365079,39,2.1798602704490932e-06,3.4285549396975621e-07,1.5707963267948966,-1.4589653972397698
1,40,386.0,15.285714285714286,384.16666666666669,14.802083333333334,40,1.1126370130417247e-06,3.3509211144936379e-07,1.5707963267948966,0.14189705460416394
1,41,984.75,18.75,987.31794871794875,18.507692307692309,41,2.1910390410667813e-06,4.7477502946655786e-07,1.5707963267948966,2.5213431676069717
1,42,62.0,14.0,62.260869565217391,13.934782608695652,42,6.6343573448450666e-07,0.0,1.5707963267948966,0.0
1,43,180.0,14.0,178.0625,12.6875,43,9.5368886832147837e-07,6.3852718323805801e-07,1.5707963267948966,0.58800260354756761
1,44,926.625,13.25,926.29999999999995,14.800000000000001,44,1.3563575016127692e-06,4.0661838570898372e-07,1.5707963267948966,-1.4994888620096063
1,45,94.866504854368927,18.162621359223301,93.682352941176475,18.305882352941175,45,7.3961376705590419e-05,2.2259558919051996e-05,1.5707963267948966,1.0072689612317556
1,46,290.0,13.0,288.89999999999998,14.975,46,3.8147554732859134e-07,2.9207350778611112e-07,1.5707963267948966,-1.0303768265243125
1,47,650.0,13.0,649.20000000000005,14.828571428571429,47,4.3597205408981868e-07,2.3643904322461078e-07,1.5707963267948966,-1.1071487177940904
1,48,459.0,13.0,458.69565217391306,17.478260869565219,48,6.6343573448450666e-07,6.4763737926741213e-07,1.5707963267948966,-1.5707963267948966
1,49,525.41666666666663,16.0,527.78378378378375,17.954954954954953,49,1.6496239884479625e-06,5.1090465873944082e-07,1.5707963267948966,-2.7722589959161676
1,50,965.57142857142856,19.142857142857142,963.0,19.527999999999999,50,8.5450522601604464e-07,2.8005656878740582e-07,1.5707963267948966,-0.1177730491635666
